CustomerID,CustomerName,Age,Gender,City
1071,Customer 1071,77,Other,Houston
1072,Customer 1072,60,Other,Chicago
1073,Customer 1073,68,Female,Los Angeles
1074,Customer 1074,51,Other,New York
1075,Customer 1075,34,Female,Miami
1076,Customer 1076,27,Other,Miami
1077,Customer 1077,78,Other,New York
1078,Customer 1078,25,Female,Chicago
1079,Customer 1079,38,Other,New York
1080,Customer 1080,34,Male,Houston
1081,Customer 1081,27,Female,Miami
1082,Customer 1082,25,Male,Houston
1083,Customer 1083,61,Female,New York
1084,Customer 1084,43,Male,Miami
1085,Customer 1085,42,Male,New York
1086,Customer 1086,34,Female,Chicago
1087,Customer 1087,39,Male,Chicago
1088,Customer 1088,55,Other,Los Angeles
1089,Customer 1089,47,Female,Chicago
1090,Customer 1090,69,Male,Houston
1091,Customer 1091,39,Female,Miami
1092,Customer 1092,74,Female,Los Angeles
1093,Customer 1093,39,Other,New York
1094,Customer 1094,56,Female,Los Angeles
1095,Customer 1095,61,Other,Miami
1096,Customer 1096,70,Male,Miami
1097,Customer 1097,47,Female,Houston
1098,Customer 1098,79,Female,Houston
1099,Customer 1099,41,Other,Houston
1100,Customer 1100,58,Female,Miami
1101,Customer 1101,63,Male,Houston
1102,Customer 1102,34,Male,New York
1103,Customer 1103,19,Female,Los Angeles
1104,Customer 1104,51,Female,Miami
1105,Customer 1105,66,Other,New York
1106,Customer 1106,49,Other,Houston
1107,Customer 1107,30,Female,New York
1108,Customer 1108,28,Female,Houston
1109,Customer 1109,63,Male,Chicago
1110,Customer 1110,62,Male,New York
1111,Customer 1111,36,Female,Miami
1112,Customer 1112,48,Other,Chicago
1113,Customer 1113,38,Male,Los Angeles
1114,Customer 1114,24,Female,Chicago
1115,Customer 1115,64,Other,New York
1116,Customer 1116,28,Female,New York
1117,Customer 1117,18,Other,Chicago
1118,Customer 1118,56,Other,Los Angeles
1119,Customer 1119,31,Other,Chicago
1120,Customer 1120,19,Female,Los Angeles
1121,Customer 1121,57,Male,Miami
1122,Customer 1122,30,Male,Chicago
1123,Customer 1123,21,Other,Los Angeles
1124,Customer 1124,57,Female,Chicago
1125,Customer 1125,45,Other,New York
1126,Customer 1126,55,Female,Miami
1127,Customer 1127,18,Other,New York
1128,Customer 1128,33,Male,Houston
1129,Customer 1129,67,Other,Miami
1130,Customer 1130,21,Female,Los Angeles
1131,Customer 1131,53,Other,New York
1132,Customer 1132,61,Other,Chicago
1133,Customer 1133,31,Other,New York
1134,Customer 1134,48,Other,Houston
1135,Customer 1135,39,Male,Chicago
1136,Customer 1136,23,Male,New York
1137,Customer 1137,61,Female,Chicago
1138,Customer 1138,73,Other,New York
1139,Customer 1139,61,Other,Houston
1140,Customer 1140,50,Male,Chicago
1141,Customer 1141,35,Other,Houston
1142,Customer 1142,68,Female,New York
1143,Customer 1143,69,Male,Houston
1144,Customer 1144,53,Other,Houston
1145,Customer 1145,74,Female,Miami
1146,Customer 1146,35,Female,New York
1147,Customer 1147,61,Female,Los Angeles
1148,Customer 1148,25,Male,Miami
1149,Customer 1149,55,Female,Los Angeles
1150,Customer 1150,55,Female,Los Angeles
1151,Customer 1151,66,Female,Los Angeles
1152,Customer 1152,58,Female,Chicago
1153,Customer 1153,35,Male,Miami
1154,Customer 1154,29,Male,Houston
1155,Customer 1155,25,Other,New York
1156,Customer 1156,31,Other,New York
1157,Customer 1157,60,Male,Chicago
1158,Customer 1158,22,Male,Los Angeles
1159,Customer 1159,31,Female,New York
1160,Customer 1160,76,Other,Houston
1161,Customer 1161,37,Female,Chicago
1162,Customer 1162,53,Male,Miami
1163,Customer 1163,73,Female,Houston
1164,Customer 1164,30,Male,Houston
1165,Customer 1165,35,Female,Houston
1166,Customer 1166,29,Other,Chicago
1167,Customer 1167,23,Male,New York
1168,Customer 1168,63,Other,Houston
1169,Customer 1169,79,Male,Houston
1170,Customer 1170,68,Female,Miami
1171,Customer 1171,79,Male,Chicago
1172,Customer 1172,23,Female,Chicago
1173,Customer 1173,69,Other,Chicago
1174,Customer 1174,21,Female,Houston
1175,Customer 1175,55,Female,Los Angeles
1176,Customer 1176,54,Female,Chicago
1177,Customer 1177,79,Other,Chicago
1178,Customer 1178,27,Other,Miami
1179,Customer 1179,37,Male,Chicago
1180,Customer 1180,62,Female,Los Angeles
1181,Customer 1181,34,Female,Houston
1182,Customer 1182,41,Other,Miami
1183,Customer 1183,58,Female,Miami
1184,Customer 1184,24,Other,Miami
1185,Customer 1185,59,Other,Houston
1186,Customer 1186,19,Female,Houston
1187,Customer 1187,48,Male,New York
1188,Customer 1188,74,Male,Miami
1189,Customer 1189,38,Female,Los Angeles
1190,Customer 1190,78,Female,New York
1191,Customer 1191,63,Female,New York
1192,Customer 1192,39,Male,Miami
1193,Customer 1193,41,Female,Houston
1194,Customer 1194,35,Female,Chicago
1195,Customer 1195,35,Other,New York
1196,Customer 1196,38,Other,New York
1197,Customer 1197,22,Male,Miami
1198,Customer 1198,52,Male,Houston
1199,Customer 1199,25,Male,Los Angeles
1200,Customer 1200,30,Female,Chicago
1201,Customer 1201,74,Female,Chicago
1202,Customer 1202,32,Other,Miami
1203,Customer 1203,72,Other,Houston
1204,Customer 1204,48,Female,Houston
1205,Customer 1205,76,Female,Los Angeles
1206,Customer 1206,29,Other,Houston
1207,Customer 1207,71,Female,Houston
1208,Customer 1208,48,Female,Chicago
1209,Customer 1209,42,Male,New York
1210,Customer 1210,20,Female,Los Angeles
1211,Customer 1211,61,Other,Miami
1212,Customer 1212,67,Female,Houston
1213,Customer 1213,23,Female,Houston
1214,Customer 1214,52,Female,New York
1215,Customer 1215,20,Male,Houston
1216,Customer 1216,22,Female,Miami
1217,Customer 1217,53,Female,Miami
1218,Customer 1218,56,Female,New York
1219,Customer 1219,40,Female,New York
1220,Customer 1220,58,Male,Los Angeles
1221,Customer 1221,75,Other,Los Angeles
1222,Customer 1222,51,Female,Houston
1223,Customer 1223,31,Male,Houston
1224,Customer 1224,42,Other,New York
1225,Customer 1225,50,Male,Miami
1226,Customer 1226,68,Female,New York
1227,Customer 1227,36,Other,Chicago
1228,Customer 1228,18,Female,New York
1229,Customer 1229,39,Female,Los Angeles
1230,Customer 1230,78,Female,Chicago
1231,Customer 1231,24,Other,Miami
1232,Customer 1232,19,Other,New York
1233,Customer 1233,23,Male,Chicago
1234,Customer 1234,60,Other,New York
1235,Customer 1235,35,Male,Chicago
1236,Customer 1236,21,Female,Chicago
1237,Customer 1237,29,Other,New York
1238,Customer 1238,70,Male,Miami
1239,Customer 1239,67,Female,Los Angeles
1240,Customer 1240,44,Female,Houston
1241,Customer 1241,62,Female,Miami
1242,Customer 1242,56,Other,Houston
1243,Customer 1243,32,Other,Miami
1244,Customer 1244,19,Female,Houston
1245,Customer 1245,56,Male,Chicago
1246,Customer 1246,67,Female,Los Angeles
1247,Customer 1247,69,Male,Houston
1248,Customer 1248,43,Female,New York
1249,Customer 1249,47,Male,Houston
1250,Customer 1250,24,Female,New York
1251,Customer 1251,24,Female,Los Angeles
1252,Customer 1252,46,Male,Miami
1253,Customer 1253,21,Other,Houston
1254,Customer 1254,19,Male,Chicago
1255,Customer 1255,21,Other,New York
1256,Customer 1256,41,Female,Los Angeles
1257,Customer 1257,74,Other,Chicago
1258,Customer 1258,75,Male,Houston
1259,Customer 1259,73,Male,Chicago
1260,Customer 1260,79,Male,Houston
1261,Customer 1261,50,Male,New York
1262,Customer 1262,33,Male,Miami
1263,Customer 1263,54,Female,Los Angeles
1264,Customer 1264,46,Female,Miami
1265,Customer 1265,55,Other,Houston
1266,Customer 1266,77,Male,New York
1267,Customer 1267,77,Other,Chicago
1268,Customer 1268,30,Female,Chicago
1269,Customer 1269,57,Female,Los Angeles
1270,Customer 1270,35,Male,Houston
1271,Customer 1271,40,Male,Los Angeles
1272,Customer 1272,65,Female,Houston
1273,Customer 1273,36,Other,New York
1274,Customer 1274,20,Other,Miami
1275,Customer 1275,34,Other,New York
1276,Customer 1276,60,Female,Houston
1277,Customer 1277,34,Male,Houston
1278,Customer 1278,46,Male,Houston
1279,Customer 1279,52,Male,Chicago
1280,Customer 1280,68,Other,New York
1281,Customer 1281,21,Female,New York
1282,Customer 1282,59,Other,Miami
1283,Customer 1283,72,Other,Miami
1284,Customer 1284,75,Other,Houston
1285,Customer 1285,73,Other,Los Angeles
1286,Customer 1286,46,Female,Chicago
1287,Customer 1287,43,Male,Houston
1288,Customer 1288,20,Male,Houston
1289,Customer 1289,49,Female,New York
1290,Customer 1290,21,Other,Los Angeles
1291,Customer 1291,66,Other,Miami
1292,Customer 1292,27,Other,Miami
1293,Customer 1293,50,Male,New York
1294,Customer 1294,32,Male,New York
1295,Customer 1295,47,Female,Los Angeles
1296,Customer 1296,69,Other,Los Angeles
1297,Customer 1297,48,Male,Chicago
1298,Customer 1298,56,Other,New York
1299,Customer 1299,32,Male,Los Angeles
1300,Customer 1300,54,Other,Los Angeles
1301,Customer 1301,36,Male,Chicago
1302,Customer 1302,67,Male,New York
1303,Customer 1303,33,Female,Chicago
1304,Customer 1304,27,Other,New York
1305,Customer 1305,32,Female,Los Angeles
1306,Customer 1306,20,Female,New York
1307,Customer 1307,52,Other,Houston
1308,Customer 1308,65,Other,New York
1309,Customer 1309,41,Male,Los Angeles
1310,Customer 1310,61,Female,Houston
1311,Customer 1311,35,Male,Houston
1312,Customer 1312,72,Male,Chicago
1313,Customer 1313,69,Male,Houston
1314,Customer 1314,42,Male,Miami
1315,Customer 1315,41,Female,Chicago
1316,Customer 1316,68,Female,Chicago
1317,Customer 1317,19,Female,New York
1318,Customer 1318,33,Female,Los Angeles
1319,Customer 1319,39,Male,Miami
1320,Customer 1320,41,Male,Houston
1321,Customer 1321,72,Female,Miami
1322,Customer 1322,56,Other,Houston
1323,Customer 1323,38,Male,New York
1324,Customer 1324,28,Other,Miami
1325,Customer 1325,60,Other,Houston
1326,Customer 1326,34,Female,Miami
1327,Customer 1327,57,Other,New York
1328,Customer 1328,22,Male,Miami
1329,Customer 1329,67,Male,Los Angeles
1330,Customer 1330,24,Male,Houston
1331,Customer 1331,32,Other,New York
1332,Customer 1332,30,Other,Los Angeles
1333,Customer 1333,25,Female,Los Angeles
1334,Customer 1334,52,Male,Chicago
1335,Customer 1335,25,Male,Chicago
1336,Customer 1336,56,Other,Houston
1337,Customer 1337,54,Female,Chicago
1338,Customer 1338,35,Other,Houston
1339,Customer 1339,25,Female,Houston
1340,Customer 1340,46,Other,Los Angeles
1341,Customer 1341,19,Other,New York
1342,Customer 1342,37,Male,Los Angeles
1343,Customer 1343,62,Female,New York
1344,Customer 1344,48,Male,Miami
1345,Customer 1345,50,Female,Miami
1346,Customer 1346,39,Male,Chicago
1347,Customer 1347,27,Male,Miami
1348,Customer 1348,74,Male,Miami
1349,Customer 1349,33,Female,New York
1350,Customer 1350,46,Male,Houston
1351,Customer 1351,26,Female,New York
1352,Customer 1352,29,Other,Miami
1353,Customer 1353,76,Other,New York
1354,Customer 1354,45,Female,Houston
1355,Customer 1355,25,Other,New York
1356,Customer 1356,40,Male,Houston
1357,Customer 1357,22,Male,Miami
1358,Customer 1358,33,Male,Chicago
1359,Customer 1359,22,Male,Houston
1360,Customer 1360,50,Male,New York
1361,Customer 1361,58,Male,Los Angeles
1362,Customer 1362,64,Male,Houston
1363,Customer 1363,24,Male,Chicago
1364,Customer 1364,66,Male,Chicago
1365,Customer 1365,62,Male,Miami
1366,Customer 1366,65,Male,Miami
1367,Customer 1367,60,Other,New York
1368,Customer 1368,35,Male,New York
1369,Customer 1369,57,Female,New York
1370,Customer 1370,62,Other,Houston
1371,Customer 1371,67,Male,Los Angeles
1372,Customer 1372,74,Female,Houston
1373,Customer 1373,54,Female,Chicago
1374,Customer 1374,55,Other,Chicago
1375,Customer 1375,25,Female,New York
1376,Customer 1376,66,Other,Miami
1377,Customer 1377,38,Male,New York
1378,Customer 1378,67,Male,New York
1379,Customer 1379,30,Male,New York
1380,Customer 1380,39,Male,Chicago
1381,Customer 1381,19,Other,Miami
1382,Customer 1382,46,Other,Chicago
1383,Customer 1383,73,Female,New York
1384,Customer 1384,45,Female,Houston
1385,Customer 1385,61,Male,Miami
1386,Customer 1386,74,Male,Miami
1387,Customer 1387,48,Female,Miami
1388,Customer 1388,23,Male,Houston
1389,Customer 1389,22,Male,Los Angeles
1390,Customer 1390,34,Female,Houston
1391,Customer 1391,63,Male,Houston
1392,Customer 1392,40,Female,New York
1393,Customer 1393,26,Male,Chicago
1394,Customer 1394,75,Other,Chicago
1395,Customer 1395,40,Male,New York
1396,Customer 1396,22,Other,New York
1397,Customer 1397,52,Male,Houston
1398,Customer 1398,59,Other,Miami
1399,Customer 1399,51,Female,New York
1400,Customer 1400,64,Other,New York
1401,Customer 1401,30,Male,Houston
1402,Customer 1402,74,Male,Miami
1403,Customer 1403,18,Other,Los Angeles
1404,Customer 1404,69,Female,Miami
1405,Customer 1405,58,Female,New York
1406,Customer 1406,30,Female,Chicago
1407,Customer 1407,31,Female,Houston
1408,Customer 1408,69,Female,Chicago
1409,Customer 1409,35,Other,New York
1410,Customer 1410,55,Female,Houston
1411,Customer 1411,54,Other,Houston
1412,Customer 1412,29,Female,Los Angeles
1413,Customer 1413,19,Female,Los Angeles
1414,Customer 1414,47,Male,Chicago
1415,Customer 1415,74,Other,Chicago
1416,Customer 1416,36,Other,Miami
1417,Customer 1417,31,Male,Chicago
1418,Customer 1418,68,Female,Houston
1419,Customer 1419,66,Female,Chicago
1420,Customer 1420,50,Other,New York
1421,Customer 1421,53,Male,Miami
1422,Customer 1422,68,Female,Miami
1423,Customer 1423,78,Male,Los Angeles
1424,Customer 1424,65,Male,Houston
1425,Customer 1425,72,Female,Miami
1426,Customer 1426,78,Female,Miami
1427,Customer 1427,58,Other,Los Angeles
1428,Customer 1428,32,Female,Chicago
1429,Customer 1429,28,Female,New York
1430,Customer 1430,35,Female,Chicago
1431,Customer 1431,64,Female,Chicago
1432,Customer 1432,55,Female,Los Angeles
1433,Customer 1433,69,Male,Los Angeles
1434,Customer 1434,20,Other,Miami
1435,Customer 1435,18,Male,Houston
1436,Customer 1436,28,Other,Miami
1437,Customer 1437,53,Male,Los Angeles
1438,Customer 1438,66,Female,New York
1439,Customer 1439,58,Other,Houston
1440,Customer 1440,57,Female,New York
1441,Customer 1441,43,Female,Houston
1442,Customer 1442,19,Female,Miami
1443,Customer 1443,42,Female,New York
1444,Customer 1444,50,Male,New York
1445,Customer 1445,44,Other,Miami
1446,Customer 1446,29,Other,New York
1447,Customer 1447,22,Male,Los Angeles
1448,Customer 1448,50,Female,Houston
1449,Customer 1449,56,Male,Los Angeles
1450,Customer 1450,72,Female,New York
1451,Customer 1451,47,Female,New York
1452,Customer 1452,40,Other,Miami
1453,Customer 1453,42,Female,Miami
1454,Customer 1454,67,Other,Chicago
1455,Customer 1455,47,Other,Los Angeles
1456,Customer 1456,75,Male,Chicago
1457,Customer 1457,72,Other,Houston
1458,Customer 1458,40,Female,Los Angeles
1459,Customer 1459,38,Other,Miami
1460,Customer 1460,47,Other,New York
1461,Customer 1461,46,Other,Los Angeles
1462,Customer 1462,58,Other,Chicago
1463,Customer 1463,40,Other,Los Angeles
1464,Customer 1464,22,Female,Chicago
1465,Customer 1465,68,Male,New York
1466,Customer 1466,75,Male,New York
1467,Customer 1467,47,Female,Miami
1468,Customer 1468,46,Female,Miami
1469,Customer 1469,29,Female,New York
1470,Customer 1470,27,Other,Miami
1471,Customer 1471,72,Male,Miami
1472,Customer 1472,52,Male,Houston
1473,Customer 1473,49,Other,Houston
1474,Customer 1474,18,Male,Houston
1475,Customer 1475,40,Other,Houston
1476,Customer 1476,78,Female,Houston
1477,Customer 1477,63,Female,Miami
1478,Customer 1478,53,Female,Chicago
1479,Customer 1479,59,Male,Houston
1480,Customer 1480,67,Male,New York
1481,Customer 1481,51,Male,Houston
1482,Customer 1482,42,Male,Miami
1483,Customer 1483,77,Other,New York
1484,Customer 1484,56,Other,Houston
1485,Customer 1485,51,Female,Miami
1486,Customer 1486,69,Other,Los Angeles
1487,Customer 1487,33,Male,Los Angeles
1488,Customer 1488,68,Other,Miami
1489,Customer 1489,22,Male,Chicago
1490,Customer 1490,64,Male,Chicago
1491,Customer 1491,20,Female,Los Angeles
1492,Customer 1492,19,Other,Los Angeles
1493,Customer 1493,72,Female,Los Angeles
1494,Customer 1494,23,Male,Houston
1495,Customer 1495,34,Male,Los Angeles
1496,Customer 1496,47,Other,Los Angeles
1497,Customer 1497,76,Other,Miami
1498,Customer 1498,24,Male,Miami
1499,Customer 1499,56,Other,Chicago
1500,Customer 1500,59,Female,Houston
1501,Customer 1501,61,Male,New York
1502,Customer 1502,38,Other,Houston
1503,Customer 1503,39,Female,Miami
1504,Customer 1504,43,Other,Miami
1505,Customer 1505,77,Female,Los Angeles
1506,Customer 1506,73,Other,Miami
1507,Customer 1507,66,Other,Miami
1508,Customer 1508,73,Other,Chicago
1509,Customer 1509,57,Male,Miami
1510,Customer 1510,71,Female,New York
1511,Customer 1511,68,Male,New York
1512,Customer 1512,29,Male,Chicago
1513,Customer 1513,61,Male,Miami
1514,Customer 1514,65,Female,New York
1515,Customer 1515,50,Other,Los Angeles
1516,Customer 1516,52,Other,Houston
1517,Customer 1517,79,Female,Chicago
1518,Customer 1518,44,Female,Chicago
1519,Customer 1519,27,Other,New York
1520,Customer 1520,58,Female,Miami
1521,Customer 1521,35,Male,Miami
1522,Customer 1522,28,Male,New York
1523,Customer 1523,71,Male,Houston
1524,Customer 1524,68,Female,Miami
1525,Customer 1525,61,Female,Miami
1526,Customer 1526,29,Male,Los Angeles
1527,Customer 1527,40,Male,New York
1528,Customer 1528,34,Male,Miami
1529,Customer 1529,20,Other,Chicago
1530,Customer 1530,24,Male,Houston
1531,Customer 1531,29,Other,Chicago
1532,Customer 1532,45,Other,New York
1533,Customer 1533,62,Male,Chicago
1534,Customer 1534,70,Other,Miami
1535,Customer 1535,19,Other,Houston
1536,Customer 1536,34,Female,Los Angeles
1537,Customer 1537,62,Other,Miami
1538,Customer 1538,24,Other,New York
1539,Customer 1539,62,Female,Houston
1540,Customer 1540,70,Male,New York
1541,Customer 1541,27,Male,Chicago
1542,Customer 1542,57,Female,Chicago
1543,Customer 1543,73,Other,New York
1544,Customer 1544,33,Male,New York
1545,Customer 1545,30,Male,Chicago
1546,Customer 1546,71,Male,Miami
1547,Customer 1547,68,Male,New York
1548,Customer 1548,28,Male,Chicago
1549,Customer 1549,50,Other,New York
1550,Customer 1550,63,Female,Houston
1551,Customer 1551,46,Other,Chicago
1552,Customer 1552,61,Female,Chicago
1553,Customer 1553,70,Other,Chicago
1554,Customer 1554,68,Other,Houston
1555,Customer 1555,41,Other,Houston
1556,Customer 1556,25,Other,Los Angeles
1557,Customer 1557,55,Female,New York
1558,Customer 1558,19,Female,Los Angeles
1559,Customer 1559,61,Male,New York
1560,Customer 1560,30,Other,Los Angeles
1561,Customer 1561,57,Other,New York
1562,Customer 1562,22,Male,Chicago
1563,Customer 1563,40,Other,Miami
1564,Customer 1564,62,Male,Miami
1565,Customer 1565,57,Other,Miami
1566,Customer 1566,78,Male,Houston
1567,Customer 1567,19,Female,Chicago
1568,Customer 1568,25,Female,New York
1569,Customer 1569,43,Male,Miami
1570,Customer 1570,67,Other,Miami
1571,Customer 1571,19,Female,Los Angeles
1572,Customer 1572,22,Male,New York
1573,Customer 1573,58,Male,Houston
1574,Customer 1574,29,Male,Los Angeles
1575,Customer 1575,25,Other,New York
1576,Customer 1576,65,Female,Chicago
1577,Customer 1577,64,Female,Houston
1578,Customer 1578,31,Other,New York
1579,Customer 1579,20,Male,Chicago
1580,Customer 1580,79,Other,Miami
1581,Customer 1581,52,Male,Los Angeles
1582,Customer 1582,23,Other,Chicago
1583,Customer 1583,53,Female,Miami
1584,Customer 1584,72,Female,New York
1585,Customer 1585,70,Female,Los Angeles
1586,Customer 1586,73,Other,Houston
1587,Customer 1587,19,Other,Los Angeles
1588,Customer 1588,48,Male,Houston
1589,Customer 1589,46,Female,Houston
1590,Customer 1590,70,Other,Chicago
1591,Customer 1591,76,Male,Los Angeles
1592,Customer 1592,20,Female,Miami
1593,Customer 1593,52,Female,Houston
1594,Customer 1594,19,Male,Los Angeles
1595,Customer 1595,56,Male,New York
1596,Customer 1596,33,Male,Los Angeles
1597,Customer 1597,38,Female,Los Angeles
1598,Customer 1598,46,Female,New York
1599,Customer 1599,28,Female,Los Angeles
1600,Customer 1600,75,Female,Miami
1601,Customer 1601,60,Male,Houston
1602,Customer 1602,74,Other,Houston
1603,Customer 1603,65,Male,New York
1604,Customer 1604,60,Female,Houston
1605,Customer 1605,30,Female,Chicago
1606,Customer 1606,30,Female,Chicago
1607,Customer 1607,58,Other,New York
1608,Customer 1608,43,Female,Chicago
1609,Customer 1609,75,Other,Miami
1610,Customer 1610,33,Male,Houston
1611,Customer 1611,46,Other,Chicago
1612,Customer 1612,78,Female,Miami
1613,Customer 1613,59,Other,Miami
1614,Customer 1614,52,Female,Chicago
1615,Customer 1615,26,Other,Miami
1616,Customer 1616,59,Female,Houston
1617,Customer 1617,67,Male,Houston
1618,Customer 1618,50,Male,Chicago
1619,Customer 1619,72,Female,New York
1620,Customer 1620,44,Female,Chicago
1621,Customer 1621,59,Male,Houston
1622,Customer 1622,49,Male,Houston
1623,Customer 1623,37,Male,Chicago
1624,Customer 1624,76,Male,Los Angeles
1625,Customer 1625,34,Other,Houston
1626,Customer 1626,78,Female,Chicago
1627,Customer 1627,50,Other,Houston
1628,Customer 1628,62,Female,Los Angeles
1629,Customer 1629,53,Male,New York
1630,Customer 1630,25,Female,Los Angeles
1631,Customer 1631,39,Female,Houston
1632,Customer 1632,42,Other,Houston
1633,Customer 1633,58,Female,Houston
1634,Customer 1634,78,Female,New York
1635,Customer 1635,23,Other,Los Angeles
1636,Customer 1636,70,Other,Miami
1637,Customer 1637,66,Female,Chicago
1638,Customer 1638,72,Other,Los Angeles
1639,Customer 1639,71,Other,Miami
1640,Customer 1640,65,Male,Chicago
1641,Customer 1641,35,Other,Houston
1642,Customer 1642,42,Male,Miami
1643,Customer 1643,42,Male,Houston
1644,Customer 1644,58,Female,New York
1645,Customer 1645,41,Male,Los Angeles
1646,Customer 1646,72,Female,Chicago
1647,Customer 1647,21,Other,Chicago
1648,Customer 1648,41,Other,Chicago
1649,Customer 1649,72,Male,Houston
1650,Customer 1650,79,Male,Miami
1651,Customer 1651,55,Other,Chicago
1652,Customer 1652,43,Male,New York
1653,Customer 1653,73,Female,New York
1654,Customer 1654,41,Other,Chicago
1655,Customer 1655,46,Female,New York
1656,Customer 1656,72,Other,Los Angeles
1657,Customer 1657,43,Other,Houston
1658,Customer 1658,26,Other,New York
1659,Customer 1659,77,Male,New York
1660,Customer 1660,53,Female,Miami
1661,Customer 1661,70,Male,Los Angeles
1662,Customer 1662,67,Male,Houston
1663,Customer 1663,54,Female,New York
1664,Customer 1664,19,Male,New York
1665,Customer 1665,26,Female,Miami
1666,Customer 1666,56,Male,New York
1667,Customer 1667,39,Male,Chicago
1668,Customer 1668,74,Other,Chicago
1669,Customer 1669,64,Male,Los Angeles
1670,Customer 1670,53,Male,Chicago
1671,Customer 1671,61,Male,Miami
1672,Customer 1672,79,Female,Chicago
1673,Customer 1673,55,Male,Los Angeles
1674,Customer 1674,27,Male,Miami
1675,Customer 1675,18,Male,Houston
1676,Customer 1676,32,Female,Miami
1677,Customer 1677,41,Male,Miami
1678,Customer 1678,64,Female,Los Angeles
1679,Customer 1679,18,Female,Miami
1680,Customer 1680,62,Other,Miami
1681,Customer 1681,60,Other,Houston
1682,Customer 1682,58,Male,Miami
1683,Customer 1683,31,Female,Houston
1684,Customer 1684,42,Female,Houston
1685,Customer 1685,30,Female,Los Angeles
1686,Customer 1686,29,Other,Houston
1687,Customer 1687,20,Female,Miami
1688,Customer 1688,52,Female,Miami
1689,Customer 1689,20,Male,New York
1690,Customer 1690,48,Male,Los Angeles
1691,Customer 1691,29,Other,New York
1692,Customer 1692,75,Other,Miami
1693,Customer 1693,40,Other,Houston
1694,Customer 1694,70,Female,Miami
1695,Customer 1695,41,Other,Los Angeles
1696,Customer 1696,44,Female,Houston
1697,Customer 1697,78,Male,Miami
1698,Customer 1698,20,Female,Chicago
1699,Customer 1699,75,Female,Houston
1700,Customer 1700,68,Male,Chicago
1701,Customer 1701,60,Female,New York
1702,Customer 1702,57,Other,Chicago
1703,Customer 1703,53,Female,New York
1704,Customer 1704,50,Female,New York
1705,Customer 1705,55,Male,New York
1706,Customer 1706,22,Male,Miami
1707,Customer 1707,30,Other,Los Angeles
1708,Customer 1708,53,Other,Houston
1709,Customer 1709,57,Male,Los Angeles
1710,Customer 1710,33,Other,New York
1711,Customer 1711,55,Male,Los Angeles
1712,Customer 1712,55,Male,New York
1713,Customer 1713,72,Female,Los Angeles
1714,Customer 1714,62,Male,Houston
1715,Customer 1715,64,Other,New York
1716,Customer 1716,43,Female,Miami
