ProductID,ProductName,Category,Price
319,Product 319,OTC,409.1705780164332
320,Product 320,Prescription,449.343401171674
321,Product 321,Supplements,430.382828777319
322,Product 322,Prescription,335.0095975117638
323,Product 323,Prescription,69.67921133583974
324,Product 324,Prescription,37.137824656388055
325,Product 325,Supplements,124.62947905397648
326,Product 326,Prescription,383.0438726947233
327,Product 327,OTC,81.31316265718011
328,Product 328,OTC,390.4816659027619
329,Product 329,Supplements,192.1898831935289
330,Product 330,Prescription,416.3087798910062
331,Product 331,OTC,435.0018271005096
332,Product 332,OTC,150.61766625721825
333,Product 333,OTC,494.913469445996
334,Product 334,OTC,90.96180644485828
335,Product 335,Prescription,41.7872383500285
336,Product 336,Prescription,406.55401935139406
337,Product 337,Prescription,265.3640969541601
338,Product 338,Prescription,288.01255256857456
339,Product 339,Prescription,139.67702493305595
340,Product 340,Prescription,465.83024833974537
341,Product 341,OTC,85.86982880497906
342,Product 342,Prescription,355.5510601154393
343,Product 343,Prescription,156.6427294421058
344,Product 344,Supplements,246.365161066307
345,Product 345,OTC,366.7097150168914
346,Product 346,Supplements,35.32278344552998
347,Product 347,OTC,71.74908621535002
348,Product 348,Prescription,329.4088722218424
349,Product 349,OTC,414.3103012748835
350,Product 350,Prescription,213.57537266822013
351,Product 351,OTC,289.6997177815675
352,Product 352,Supplements,40.19679945919568
353,Product 353,Supplements,372.06197254599925
354,Product 354,Prescription,167.9649132973091
355,Product 355,Prescription,122.07877212389144
356,Product 356,Prescription,80.15583971388014
357,Product 357,Supplements,183.5757482387472
358,Product 358,Supplements,187.07104382391705
359,Product 359,Supplements,152.9974677869081
360,Product 360,Prescription,419.4386174784006
361,Product 361,Supplements,46.27049345602544
362,Product 362,OTC,323.0383238171695
363,Product 363,Prescription,340.5467240433176
364,Product 364,OTC,74.74612064792298
365,Product 365,Supplements,295.9859679808368
366,Product 366,Supplements,481.6246820074329
367,Product 367,OTC,388.4277154852076
368,Product 368,OTC,260.9968031976678
369,Product 369,Supplements,229.7375772685286
370,Product 370,OTC,22.19898994474847
371,Product 371,Prescription,479.887851185625
372,Product 372,OTC,489.51358432115904
373,Product 373,Supplements,357.1652292605916
374,Product 374,Supplements,323.0409871759679
375,Product 375,Supplements,310.45871964836
376,Product 376,Supplements,438.6757691462867
377,Product 377,Prescription,27.718655875567418
378,Product 378,OTC,86.77705052808068
379,Product 379,Supplements,364.3821219508136
380,Product 380,OTC,242.5170823497754
381,Product 381,Supplements,115.09617548418228
382,Product 382,Prescription,79.3295036975642
383,Product 383,OTC,161.79667718539733
384,Product 384,Supplements,343.0143155062406
385,Product 385,Prescription,137.401199335958
386,Product 386,Supplements,239.5747419800704
387,Product 387,OTC,96.54898085901986
388,Product 388,Prescription,462.3735006023461
389,Product 389,Supplements,257.0026765011279
390,Product 390,Prescription,247.6312583829152
391,Product 391,Supplements,27.96527058967292
392,Product 392,Prescription,24.13316621893109
393,Product 393,Supplements,197.6588747577839
394,Product 394,Supplements,409.0844176418002
395,Product 395,Supplements,100.67147259369412
396,Product 396,Supplements,251.06656681018768
397,Product 397,OTC,17.15105316196365
398,Product 398,Prescription,441.8822213550367
399,Product 399,Prescription,119.77225076701691
400,Product 400,OTC,296.34173691559374
401,Product 401,Prescription,40.953001559847024
402,Product 402,OTC,156.2003033848167
403,Product 403,Prescription,293.2137449686525
404,Product 404,Prescription,30.57035242405128
405,Product 405,Prescription,140.37614782157218
406,Product 406,OTC,320.9868669518662
407,Product 407,OTC,477.46045686439766
408,Product 408,Supplements,286.2340521816921
409,Product 409,Supplements,250.26026791909737
410,Product 410,Supplements,411.5525970756759
411,Product 411,Supplements,198.8655856694324
412,Product 412,Prescription,390.0281200754866
413,Product 413,OTC,68.03743004685282
414,Product 414,Supplements,164.34130298087655
415,Product 415,Supplements,99.66869377180008
416,Product 416,Prescription,155.59001157937547
417,Product 417,Prescription,451.8545340398475
418,Product 418,Supplements,287.8129440209848
419,Product 419,OTC,88.02838740104956
420,Product 420,Supplements,287.53763041802955
421,Product 421,OTC,24.425692222494035
422,Product 422,OTC,222.83287491072875
423,Product 423,Supplements,284.5566852546437
424,Product 424,OTC,32.45139251421578
425,Product 425,Prescription,309.04032166283446
426,Product 426,Supplements,165.28659223410972
427,Product 427,OTC,49.03899798905065
428,Product 428,OTC,394.6988319960981
429,Product 429,Prescription,133.78018948780274
430,Product 430,OTC,14.680160418736229
431,Product 431,OTC,221.5248708408964
432,Product 432,Supplements,74.66821506593605
433,Product 433,OTC,34.915813585250135
434,Product 434,Supplements,168.7908513450764
435,Product 435,Prescription,279.9415342320977
436,Product 436,OTC,390.7393397652176
437,Product 437,Prescription,201.91418266648247
438,Product 438,Prescription,67.56131931896252
439,Product 439,Supplements,325.2344340138104
440,Product 440,Supplements,292.4403898743212
441,Product 441,OTC,160.1691333562003
442,Product 442,Supplements,123.8863313711062
443,Product 443,Prescription,223.57030274080768
444,Product 444,OTC,335.9117030512307
445,Product 445,Supplements,179.58469086927886
446,Product 446,Prescription,480.60111213165135
447,Product 447,Supplements,173.72647928337207
448,Product 448,OTC,14.715498652007753
449,Product 449,OTC,28.41433258868175
450,Product 450,OTC,229.79764332536453
451,Product 451,Prescription,455.01296129323583
452,Product 452,Supplements,306.17340069416383
453,Product 453,OTC,312.55779675619266
454,Product 454,Supplements,120.23170905417967
455,Product 455,OTC,194.08738747130644
456,Product 456,OTC,92.20183121197846
457,Product 457,Supplements,225.00010941077784
458,Product 458,OTC,363.1324253617349
459,Product 459,Supplements,282.396573006681
460,Product 460,OTC,213.1508690015677
461,Product 461,Prescription,145.13584936112727
462,Product 462,Prescription,444.16557442701935
463,Product 463,OTC,224.44722972217428
464,Product 464,Prescription,53.43657751818285
465,Product 465,Supplements,9.394832874860718
466,Product 466,Prescription,135.2851729503501
467,Product 467,Prescription,211.4236174872
468,Product 468,Supplements,433.2913891957392
469,Product 469,OTC,62.59430478827672
470,Product 470,Prescription,10.4632067838625
471,Product 471,OTC,115.0978233486202
472,Product 472,Prescription,36.29996796339625
473,Product 473,Prescription,86.80089785018022
474,Product 474,Supplements,246.3082074964452
475,Product 475,OTC,149.91305157455233
476,Product 476,Supplements,497.96741677397625
477,Product 477,Prescription,318.5251922939781
478,Product 478,OTC,248.33171750829047
479,Product 479,Prescription,301.3825911617761
480,Product 480,Supplements,83.84659436455772
481,Product 481,Supplements,15.39863049600977
482,Product 482,Prescription,440.76452433963993
483,Product 483,Supplements,356.2444600423546
484,Product 484,Prescription,56.64724710039933
485,Product 485,Supplements,473.5966200578167
486,Product 486,Supplements,130.19983634006562
487,Product 487,Prescription,72.31817654787619
488,Product 488,Supplements,281.5883819793835
489,Product 489,OTC,440.87507652027386
490,Product 490,OTC,153.0930845624174
491,Product 491,OTC,54.93020803473343
492,Product 492,Supplements,244.3346905831096
493,Product 493,Prescription,157.36709731531698
494,Product 494,Supplements,483.1878416010459
495,Product 495,Supplements,220.29760650041044
496,Product 496,Prescription,53.741804526898456
497,Product 497,OTC,393.058258155976
498,Product 498,OTC,51.35193575833031
499,Product 499,Supplements,239.173258791386
500,Product 500,OTC,346.77842985966964
501,Product 501,OTC,480.20114392777
502,Product 502,Prescription,473.8973262218435
503,Product 503,Supplements,286.392521084742
504,Product 504,Supplements,298.8120321270339
505,Product 505,Supplements,237.6412634914116
506,Product 506,OTC,300.668959081366
507,Product 507,Prescription,109.1408489601585
508,Product 508,OTC,96.02321423538642
509,Product 509,OTC,181.2490782308995
510,Product 510,OTC,18.174392073091525
511,Product 511,Supplements,261.8722493252585
512,Product 512,Prescription,443.29816855284895
513,Product 513,Supplements,294.1526131715092
514,Product 514,Supplements,109.65733747936994
515,Product 515,OTC,127.32661398742316
516,Product 516,Supplements,371.69279013167926
517,Product 517,Prescription,32.11340016356119
518,Product 518,OTC,78.05258566335456
519,Product 519,OTC,365.7173352431768
520,Product 520,Supplements,466.3147905027191
521,Product 521,Prescription,106.06221357935894
522,Product 522,OTC,264.99870118872667
523,Product 523,Prescription,420.59796829996566
524,Product 524,Prescription,109.98745731970246
525,Product 525,OTC,93.42157647936747
526,Product 526,Supplements,435.9924272034982
527,Product 527,Supplements,107.73477726546189
528,Product 528,OTC,95.7698330729204
529,Product 529,Supplements,389.1521887270618
530,Product 530,Supplements,123.43069538203088
531,Product 531,OTC,153.9098220812032
532,Product 532,Prescription,33.02919352981465
533,Product 533,Supplements,75.85329201968197
534,Product 534,Prescription,195.2293239600351
535,Product 535,Prescription,392.3987777874244
536,Product 536,Supplements,162.5809757666157
537,Product 537,OTC,229.78693831244303
538,Product 538,Supplements,300.3043968811658
539,Product 539,Supplements,228.80554804854248
540,Product 540,Supplements,114.3512548629325
541,Product 541,OTC,64.54723298546821
542,Product 542,Supplements,388.49914958826616
543,Product 543,Prescription,235.66506505180425
544,Product 544,Supplements,283.2989351759412
545,Product 545,OTC,82.02993242601269
546,Product 546,Supplements,232.3113275394957
547,Product 547,OTC,26.972181099890683
548,Product 548,Supplements,217.6498389019374
549,Product 549,Supplements,163.08288674302682
550,Product 550,Supplements,190.84057661270137
551,Product 551,OTC,352.8771804573529
552,Product 552,Prescription,117.62801800328074
553,Product 553,OTC,240.615509200641
554,Product 554,OTC,351.452049974612
555,Product 555,Prescription,106.94272864986932
556,Product 556,Supplements,390.2395500209356
557,Product 557,OTC,88.0187633406854
558,Product 558,Prescription,136.25444284088886
559,Product 559,Prescription,170.51275539169112
560,Product 560,Supplements,183.43364041559417
561,Product 561,Prescription,175.56285216531597
562,Product 562,Supplements,178.25175423420023
563,Product 563,Prescription,62.98472195022258
564,Product 564,Supplements,226.7436426457361
565,Product 565,Supplements,180.3889240900279
566,Product 566,Supplements,113.94163995981266
567,Product 567,Supplements,476.1979501202353
568,Product 568,Supplements,297.6506147773326
569,Product 569,Prescription,106.19767667925258
570,Product 570,Supplements,478.3472758798833
571,Product 571,OTC,22.41542401616036
572,Product 572,Supplements,231.42115561341944
573,Product 573,OTC,472.26781058942055
574,Product 574,Prescription,228.24876217476412
575,Product 575,Prescription,124.88642414054198
576,Product 576,Prescription,246.5482966076849
577,Product 577,OTC,340.15423926541183
578,Product 578,Supplements,283.16679320182214
579,Product 579,Prescription,178.98916829947677
580,Product 580,OTC,451.5204729484632
581,Product 581,Supplements,469.5746045749615
582,Product 582,Prescription,124.73897088385948
583,Product 583,OTC,209.82553038854132
584,Product 584,Prescription,117.24665090443791
585,Product 585,Supplements,282.99232632652746
586,Product 586,Supplements,149.62179669704489
587,Product 587,Supplements,362.3125518168961
588,Product 588,Prescription,298.30013097165045
589,Product 589,Prescription,74.05658060281505
590,Product 590,Prescription,487.3468052471631
591,Product 591,Prescription,115.20244586333448
592,Product 592,Supplements,101.21459993030363
593,Product 593,Supplements,94.46127268453242
594,Product 594,OTC,478.56250632283127
595,Product 595,Prescription,301.7167673822667
596,Product 596,OTC,26.59956697086952
597,Product 597,Supplements,241.50222146862367
598,Product 598,Prescription,270.6686584519076
599,Product 599,Prescription,255.61123057016005
600,Product 600,OTC,382.94721674316617
601,Product 601,OTC,58.416875741135456
602,Product 602,OTC,195.4968160824376
603,Product 603,Supplements,184.91688972202385
604,Product 604,OTC,107.1529961042346
605,Product 605,Supplements,247.39170848439005
606,Product 606,OTC,248.63222967600524
607,Product 607,Supplements,339.1689334350367
608,Product 608,Prescription,226.95445705566573
609,Product 609,Prescription,147.82749118000137
610,Product 610,OTC,107.15525866818597
611,Product 611,Prescription,122.54463591198804
612,Product 612,OTC,78.0149163864192
613,Product 613,Prescription,199.1785423579101
614,Product 614,Prescription,99.98383510309196
615,Product 615,Supplements,208.6837659346988
616,Product 616,Prescription,391.7890274052688
617,Product 617,Prescription,332.6945102627758
618,Product 618,Prescription,217.76082529287044
619,Product 619,Prescription,80.15228443837606
620,Product 620,Supplements,408.6154355172692
621,Product 621,OTC,156.262417929385
622,Product 622,Prescription,420.22315903721767
623,Product 623,Supplements,307.3863298729848
624,Product 624,Prescription,282.73317356307666
625,Product 625,Supplements,98.29000326557112
626,Product 626,OTC,96.72859314906896
627,Product 627,OTC,273.0764862595662
628,Product 628,Prescription,175.00109734311906
629,Product 629,OTC,380.1144783780044
630,Product 630,Supplements,218.6115334124709
631,Product 631,Prescription,152.19986164483365
632,Product 632,Prescription,146.44266532019347
633,Product 633,Prescription,403.67643400735176
634,Product 634,Prescription,50.88585158486372
635,Product 635,Supplements,345.34408176383766
636,Product 636,OTC,223.48275917484884
637,Product 637,Prescription,160.94144554156685
638,Product 638,OTC,249.48296017693295
639,Product 639,OTC,315.1233192465544
640,Product 640,Prescription,11.667084574229222
641,Product 641,Prescription,259.4133024872881
642,Product 642,Supplements,36.58177022555261
643,Product 643,OTC,229.78206664208005
644,Product 644,OTC,287.9576574750372
645,Product 645,Supplements,40.69971264341245
646,Product 646,Supplements,146.97235398149033
647,Product 647,OTC,125.31692169816554
648,Product 648,Prescription,35.108300307219814
649,Product 649,Supplements,254.39043576956536
650,Product 650,Prescription,173.19861488609206
651,Product 651,OTC,196.49037816080596
652,Product 652,OTC,418.9900144196647
653,Product 653,Prescription,100.2736334764438
654,Product 654,Supplements,29.459803274071664
655,Product 655,Prescription,48.478730843978425
656,Product 656,Prescription,333.4469908754497
657,Product 657,Supplements,317.5397737866997
658,Product 658,OTC,216.91853832176272
659,Product 659,OTC,487.7089083555936
660,Product 660,Prescription,185.5629326331677
661,Product 661,OTC,26.25225646167986
662,Product 662,Supplements,343.2210572999712
663,Product 663,Supplements,265.905631809598
664,Product 664,Supplements,69.83252597127027
665,Product 665,Supplements,333.2789647312628
666,Product 666,Prescription,229.06952721856865
667,Product 667,Supplements,375.9486286926094
668,Product 668,Prescription,213.45506070058292
669,Product 669,OTC,170.8987536962287
670,Product 670,Prescription,433.33881057580135
671,Product 671,Prescription,297.89331641086454
672,Product 672,Supplements,205.63251899894425
673,Product 673,Supplements,346.17119702467363
674,Product 674,OTC,397.8927083184562
675,Product 675,Prescription,419.60383742530735
676,Product 676,Supplements,87.45141507736211
677,Product 677,Supplements,230.76985495391008
678,Product 678,Prescription,262.3008873986568
679,Product 679,Supplements,195.8005471216645
680,Product 680,OTC,51.09554615886593
681,Product 681,Prescription,154.072738052752
682,Product 682,OTC,200.90774030102
683,Product 683,Prescription,72.35196653255625
684,Product 684,Supplements,241.7112711722638
685,Product 685,Supplements,100.57508213321547
686,Product 686,Prescription,329.2496586448588
687,Product 687,Prescription,347.43663312611534
688,Product 688,Supplements,18.247475577857557
689,Product 689,OTC,468.0076774817182
690,Product 690,Prescription,312.7392286407257
691,Product 691,Prescription,397.8987501238875
692,Product 692,OTC,380.1377436535881
693,Product 693,Prescription,69.35656627005646
694,Product 694,Prescription,28.59303898406721
695,Product 695,Supplements,280.1197928996267
696,Product 696,Supplements,177.85045691261178
697,Product 697,Prescription,230.69028432913365
698,Product 698,OTC,359.86828793453003
699,Product 699,Supplements,449.91172276644096
700,Product 700,Prescription,391.45056553683867
701,Product 701,Prescription,331.43527260434007
702,Product 702,Prescription,379.35525610501713
703,Product 703,OTC,15.907509890723103
704,Product 704,OTC,398.6582135439463
705,Product 705,OTC,479.9150439271282
706,Product 706,Prescription,388.93420675766833
707,Product 707,Prescription,482.79698243984166
708,Product 708,Prescription,7.15921838539891
709,Product 709,Prescription,125.29547101117733
710,Product 710,OTC,326.8753751917481
711,Product 711,Prescription,284.34441737535417
712,Product 712,Supplements,56.80252860329501
713,Product 713,OTC,400.73190273666455
714,Product 714,OTC,188.6463609303074
715,Product 715,Prescription,402.70612339966897
716,Product 716,Prescription,348.20106932280896
717,Product 717,OTC,216.2025948197131
718,Product 718,Supplements,437.0725449681386
719,Product 719,Supplements,118.1471640613917
720,Product 720,OTC,157.21534831022402
721,Product 721,OTC,112.213711452935
722,Product 722,Supplements,337.9086189516222
723,Product 723,Prescription,213.9827116282886
724,Product 724,Prescription,416.7861903578368
725,Product 725,Supplements,85.23769174290871
726,Product 726,Prescription,370.7956566973089
727,Product 727,OTC,42.26160498810109
728,Product 728,Supplements,489.1375105396564
729,Product 729,OTC,480.0308207197976
730,Product 730,Prescription,247.6679635837367
731,Product 731,Supplements,231.97345227924697
732,Product 732,OTC,315.74108005746314
733,Product 733,Supplements,356.3763071843025
734,Product 734,Supplements,329.5146354215121
735,Product 735,Prescription,341.8048831675032
736,Product 736,Prescription,206.03590412306175
737,Product 737,Supplements,257.89861076552825
738,Product 738,Prescription,252.7232917218845
739,Product 739,Supplements,362.3486495960968
740,Product 740,OTC,119.24340456317536
741,Product 741,Prescription,193.68062429066467
742,Product 742,OTC,228.70038495303467
743,Product 743,Supplements,215.79210091460757
744,Product 744,Supplements,138.16211526128455
745,Product 745,Supplements,176.64243376321954
746,Product 746,Supplements,136.47802146591374
747,Product 747,Prescription,346.28279147616195
748,Product 748,OTC,415.8079194912598
749,Product 749,Prescription,308.18175834117665
750,Product 750,OTC,226.7013852909704
751,Product 751,Prescription,306.164623927584
752,Product 752,Prescription,489.4529050105353
753,Product 753,Supplements,403.7595970461457
754,Product 754,OTC,266.82122737047075
755,Product 755,Supplements,90.8144576383852
756,Product 756,Prescription,214.27742903713283
757,Product 757,Supplements,233.37175843270543
758,Product 758,OTC,242.68317165646928
759,Product 759,OTC,252.35420023435745
760,Product 760,Prescription,282.32847704074567
761,Product 761,Prescription,242.13855479496223
762,Product 762,Supplements,239.76004965639504
763,Product 763,Prescription,257.08527730380786
764,Product 764,OTC,423.0522063386304
765,Product 765,Supplements,113.44552748688464
766,Product 766,Supplements,173.25422407234944
767,Product 767,Supplements,211.50420062407028
768,Product 768,Supplements,68.97287912424481
769,Product 769,OTC,58.61086607925497
770,Product 770,Supplements,270.37306678411267
771,Product 771,Prescription,161.68607008993266
772,Product 772,OTC,286.9478434913097
773,Product 773,Supplements,397.6479979986019
774,Product 774,OTC,48.79044373917341
775,Product 775,Prescription,54.41708931599848
776,Product 776,Supplements,60.388932052672345
777,Product 777,Supplements,436.99223720445
778,Product 778,Supplements,440.4447821832909
779,Product 779,OTC,265.14098721632166
780,Product 780,Prescription,54.59556052144003
781,Product 781,OTC,287.0871032679084
782,Product 782,Prescription,280.8985053161562
783,Product 783,Prescription,77.23708265620779
784,Product 784,Supplements,137.40140164549678
785,Product 785,OTC,90.62743991703256
786,Product 786,Supplements,361.71349800765046
787,Product 787,Prescription,87.02598674439966
788,Product 788,OTC,401.7132862316016
789,Product 789,OTC,217.312727557484
790,Product 790,Prescription,366.17546365257306
791,Product 791,Prescription,132.77215577878087
792,Product 792,OTC,232.29696719773145
793,Product 793,OTC,263.2676978094024
794,Product 794,OTC,22.467753912616352
795,Product 795,OTC,220.5755562499407
796,Product 796,OTC,478.3712753725917
797,Product 797,OTC,291.4566826632108
798,Product 798,OTC,55.48874648363919
799,Product 799,Supplements,262.5914752577787
800,Product 800,OTC,250.88575620638449
801,Product 801,Prescription,132.14959512276232
802,Product 802,Prescription,303.44930578665844
803,Product 803,Supplements,241.5445445893806
804,Product 804,Supplements,409.03033699406507
805,Product 805,Supplements,262.67397217024524
806,Product 806,OTC,404.8788039454938
807,Product 807,OTC,418.75362607926905
808,Product 808,Prescription,163.69218225726132
809,Product 809,Prescription,32.334523683586525
810,Product 810,Supplements,70.95876015420376
811,Product 811,Prescription,113.64778523546134
