PharmacyID,NAME,CITY,STATE,ZIP,Longitude,Latitude
161,WALGREENS - 3618,LOUISVILLE,KY,40220,-85.598903,38.210772
162,A AND P,VERNON,NJ,7462,-74.483317,41.194466
163,CVS - 8,SHREWSBURY,MA,1545,-71.745388,42.275592
164,NEIGHBORCARE - MARIS GROVE,GLEN MILLS,PA,19342,-75.529794,39.879394
165,WALGREENS - 1096,CHICAGO,IL,60613,-87.648445,41.948585
166,JEWEL-OSCO - 3424,WAUKEGAN,IL,60087,-87.857102,42.409143
167,RITE AID - 11861,COLUMBUS,GA,31906,-84.958099,32.470119
168,DARLINGTON PHARMACY,DARLINGTON,MD,21034,-76.202701,39.641048
169,CVS - 228,WOODBURY,NJ,8096,-75.14783,39.842531
170,SAVE MART - 601,CARMICHAEL,CA,95608,-121.325627,38.649779
171,CVS - 3923,JACKSONVILLE,FL,32257,-81.606231,30.172176
172,JEWEL-OSCO - 3302,CHICAGO,IL,60609,-87.682757,41.827806
173,ALBERTSONS - 4147,PLANO,TX,75074,-96.666484,33.032482
174,BARNAS DRUG,WILBER,NE,68465,-96.961619,40.481578
175,LANSDOWNE PHARMACY,LEESBURG,VA,20176,-77.478495,39.078257
176,ALGOOD DRUGS,COOKEVILLE,TN,38506,-85.457687,36.183415
177,KMART,BURLINGTON,IA,52601,-91.139458,40.816246
178,WALGREENS - 6281,DRAPER,UT,84020,-111.853605,40.528383
179,WALGREENS - 5801,LA PLACE,LA,70068,-90.501435,30.072666
180,URBAN INDEPENDENT PHARMACY,DALLAS,TX,75228,-96.696239,32.791957
181,NGUYEN'S PHARMACY,SEATTLE,WA,98144,-122.316112,47.5997
182,SENIOR RX CARE OF PHARMACY,TOPEKA,KS,66603,-95.672194,39.05105
183,RITE AID - 10385,DANBURY,CT,6811,-73.455193,41.412621
184,CVS - 9309,FORT MOHAVE,AZ,86426,-114.597582,35.019118
185,DUANE READE,NEW YORK,NY,10023,-73.982485,40.771307
186,GROVE PARK PHARMACY,ORANGEBURG,SC,29115,-80.859709,33.514791
187,TARGET,MARLBOROUGH,MA,1752,-71.606917,42.360118
188,WAL-MART NEIGHBORHOOD MARKET - 2878,OKLAHOMA CITY,OK,73139,-97.531276,35.364376
189,PENOBSCOT COUNTY METRO TREATMENT CENTER,BANGOR,ME,4401,-68.741192,44.836855
190,WEIS,MARTINSBURG,WV,25404,-77.956716,39.46992
191,WINN-DIXIE - 1588,DESTREHAN,LA,70047,-90.362331,29.985968
192,MURDOCH DEVELOPMENTAL CENTER,BUTNER,NC,27509,-78.735595,36.149195
193,CVS - 4469,TALLAHASSEE,FL,32304,-84.313157,30.448421
194,PENNSWOOD VILLAGE PHARMACY,NEWTOWN,PA,18940,-74.938405,40.206107
195,BEACH PROFESSIONAL PHARMACY,HUNTINGTON BEACH,CA,92647,-117.987736,33.704473
196,DOMINICK'S,CHICAGO,IL,60614,-87.65333,41.925119
197,WALGREENS - 7482,LOS ANGELES,CA,90047,-118.309506,33.988164
198,CVS - 2046,NORRISTOWN,PA,19401,-75.340264,40.11785
199,CVS - 9861,REDLANDS,CA,92374,-117.203964,34.063337
200,RITE AID - 5332,OREGON CITY,OR,97045,-122.598615,45.367257
201,HEALTH CARE PHARMACIES INC,EAGLE RIVER,WI,54521,-89.251578,45.91567
202,WALGREENS - 5137,SPRINGFIELD,IL,62703,-89.649231,39.786504
203,SHAW'S-OSCO - 7518,WILLISTON,VT,5495,-73.108322,44.446827
204,NORTH PUBLIC HEALTH CENTER,SEATTLE,WA,98133,-122.334971,47.705584
205,WALGREENS - 10324,SEWELL,NJ,8080,-75.068945,39.742518
206,D AND W FRESH MARKET - 1591,GRAND RAPIDS,MI,49525,-85.589372,43.001283
207,THE GREATER FALLS PHARMACY,BELLOWS FALLS,VT,5101,-72.450323,43.1336
208,XPRESS CARE PHARMACY - 1,AVONDALE,AZ,85392,-112.33731,33.463354
209,SUPER STOP AND SHOP - 0546,PORT WASHINGTON,NY,11050,-73.701256,40.837919
210,PLAZA PHARMACY,HAWTHORNE,CA,90250,-118.352213,33.925028
211,RITE AID - 10136,ROCKPORT,MA,1966,-70.627097,42.655042
212,FINKSBURG PHARMACY,FINKSBURG,MD,21048,-76.911537,39.517237
213,SEBRING PHARMACY,SEBRING,FL,33870,-81.506642,27.54344
214,WALGREENS - 7460,ORLANDO,FL,32837,-81.423652,28.409657
215,RITE AID - 11750,JASPER,GA,30143,-84.428305,34.468354
216,JEFFERSON METRO PHARMACY,BIRMINGHAM,AL,35214,-86.864834,33.552891
217,CENTRAL PHARMACY,ELIZABETH,PA,15037,-79.837335,40.271824
218,CVS - 9086,EL CERRITO,CA,94530,-122.299971,37.899325
219,SUPER STOP AND SHOP - 0852,UNION,NJ,7083,-74.265636,40.698243
220,FOOD PYRAMID,BARTLESVILLE,OK,74006,-95.937485,36.712788
221,FRONTIER PHARMACY,BIG PINEY,WY,83113,-110.115219,42.53864
222,ZOSS DRUG,MINNETONKA,MN,55345,-93.463791,44.906356
223,FRED'S - 2255,MONTEAGLE,TN,37356,-85.853637,35.237532
224,ROSEBUD COMPREHENSIVE HEALTH CENTER,ROSEBUD,SD,57570,-100.850507,43.25667
225,WALGREENS - 7526,MARIETTA,GA,30067,-84.466544,33.924728
226,CVS - 9322,SACRAMENTO,CA,95825,-121.413193,38.573306
227,SCHNUCKS,WENTZVILLE,MO,63385,-90.873612,38.814407
228,KROGER,DURHAM,NC,27713,-78.921234,35.949603
229,CLOVERDALE PHARMACY,CLOVERDALE,CA,95425,-123.016745,38.792209
230,SAFEWAY,KAILUA KONA,HI,96740,-155.990008,19.6469
231,LEWIS DRUG STORE,ROSEDALE,MS,38769,-91.028322,33.853421
232,MIDWAY PHARMACY - LEITCHFIELD,LEITCHFIELD,KY,42754,-86.288485,37.472783
233,WINN-DIXIE - 77,SAINT AUGUSTINE,FL,32084,-81.32625,29.879941
234,EXPRESS SCRIPTS,TROY,NY,12180,-73.687056,42.737654
235,NORTH SHORE PHARMACY,WAKEFIELD,MA,1880,-71.049766,42.518293
236,FARMACIA ARLEEN,CAGUAS,PR,725,-66.049678,18.215391
237,BENNETTS PHARMACY,GREENSBORO,NC,27401,-79.785859,36.08871
238,RITE AID - 5240,BELLINGHAM,WA,98226,-122.484172,48.784698
239,CVS - 2942,CHICAGO,IL,60614,-87.639121,41.918148
240,WAL-MART - 2896,DERBY,CT,6418,-73.05226,41.313612
241,HEALTH RX,YONKERS,NY,10701,-73.884169,40.968199
242,HEB - 558,FRIENDSWOOD,TX,77546,-95.190886,29.505425
243,HARRY S TRUMAN MEMORIAL VETERAN'S HOSPITAL,COLUMBIA,MO,65201,-92.328832,38.936672
244,PARADIS SHOP N SAVE,CARIBOU,ME,4736,-68.008612,46.86127
245,REASOR'S,BROKEN ARROW,OK,74012,-95.777374,36.062341
246,WALGREENS - 2850,CRANSTON,RI,2910,-71.442712,41.781658
247,HERBAY PHARMACY NORTH,OXNARD,CA,93030,-119.143095,34.215686
248,KROGER,THE COLONY,TX,75056,-96.893754,33.09802
249,DUANE READE,NEW YORK,NY,10011,-73.999667,40.732973
250,YORK HEALTH MART PHARMACY,MC LEANSBORO,IL,62859,-88.535971,38.092698
251,WALGREENS - 5184,BOISE,ID,83704,-116.31361,43.63446
252,PICK N SAVE - 6873,CUDAHY,WI,53110,-87.86191,42.93835
253,WALGREENS - 5523,JENKINTOWN,PA,19046,-75.123088,40.106825
254,TOM THUMB,ADDISON,TX,75001,-96.85352,32.93857
255,WALGREEN HASTINGS CO,RUIDOSO,NM,88345,-105.629034,33.323694
256,WAL-MART SUPERCENTER - 143,BENTON,KY,42025,-88.360399,36.869669
257,ACME-SAVON - 7998,RUNNEMEDE,NJ,8078,-75.059326,39.849178
258,SHOPKO,LINCOLN,NE,68521,-96.678335,40.846381
259,ALBERTSONS-SAVON - 6342,WOODLAND HILLS,CA,91367,-118.625008,34.185468
260,WALGREENS - 12335,MESA,AZ,85209,-111.6006,33.378492
261,BATTLE GROUND PHARMACY,BATTLE GROUND,WA,98604,-122.545056,45.77927
262,CVS - 5692,CARTERSVILLE,GA,30120,-84.793,34.16739
263,RITE AID - 11779,PEACHTREE CITY,GA,30269,-84.591744,33.396363
264,CVS - 1384,ALEXANDRIA,VA,22304,-77.133635,38.811491
265,DRUG LOFT PHARMACY,NEW YORK,NY,10029,-73.953568,40.78847
266,CVS - 4684,DECATUR,GA,30032,-84.253048,33.737488
267,KING KULLEN,MOUNT SINAI,NY,11766,-73.031619,40.931148
268,WAL-MART SUPERCENTER - 3206,LIMA,OH,45804,-84.059838,40.728857
269,1960 PHARMACY,HOUSTON,TX,77090,-95.442202,30.018872
270,WALGREENS - 6807,SACRAMENTO,CA,95841,-121.348579,38.660326
271,MEDNOW SAINT ALPHONSUS REGIONAL OUTPATIENT PHARMACY,BOISE,ID,83706,-116.254854,43.613155
272,VONS,INGLEWOOD,CA,90301,-118.349182,33.96026
273,WALGREENS - 1479,MAPLE GROVE,MN,55311,-93.49289,45.12794
274,WALGREENS - 5918,FLINT,MI,48507,-83.652683,42.989562
275,PONDERS MOUNTAIN PHARMACY,BRYANT,AL,35958,-85.616147,34.853386
276,COBORN'S,GLENCOE,MN,55336,-94.132558,44.771518
277,HY-VEE,FREMONT,NE,68025,-96.487064,41.452917
278,NEWBERN DISCOUNT DRUG,NEWBERN,TN,38059,-89.278249,36.110006
279,WEISE PRESCRIPTION SHOP AND WELLNESS CENTER,JACKSONVILLE,FL,32210,-81.716841,30.280117
280,ALBERTSONS - 4262,BEDFORD,TX,76022,-97.150368,32.836982
281,PUBLIX - 00707,KISSIMMEE,FL,34741,-81.418254,28.308809
282,LARK DRUGS PHARMACY INCORPORATED,GUERNEVILLE,CA,95446,-122.998084,38.501692
283,MOORESVILLE PHARMACY,MOORESVILLE,NC,28117,-80.853323,35.541997
284,SHOPPERS,MANASSAS,VA,20109,-77.519408,38.786089
285,DE LA STAR PHARMACY,BURBANK,CA,91506,-118.327427,34.174597
286,CVS - 4114,COLUMBIA,SC,29204,-80.994555,34.041286
287,WESTCHASE COMPOUNDING PHARMACY,TAMPA,FL,33626,-82.634988,28.066905
288,COLE CAMP HEALTH MART PHARMACY,COLE CAMP,MO,65325,-93.202803,38.459919
289,FREMONT PHARMACY,FREMONT,NC,27830,-77.974477,35.54417
290,INGLES MARKETS - 49,WEST UNION,SC,29696,-83.045573,34.754638
291,FOBI COMPREHENSIVE PHARMACY,LOS ANGELES,CA,90018,-118.313849,34.032376
292,CVS - 5789,SUWANEE,GA,30024,-84.074703,34.064056
293,DUNCANSVILLE PHARMACY INCORPORATED,DUNCANSVILLE,PA,16635,-78.435684,40.423024
294,BROWN GARDINER DRUG COMPANY,GREENSBORO,NC,27408,-79.788336,36.10185
295,CVS - 2796,CLARK,NJ,7066,-74.297401,40.619245
296,COMMUNITY PHARMACY,TURBEVILLE,SC,29162,-80.021937,33.88997
297,RITE AID - 10386,FAIRFIELD,CT,6824,-73.260288,41.140378
298,KASSEL PHARMACY,QUEENS VILLAGE,NY,11428,-73.736923,40.718129
299,CVS - 7580,SMITHFIELD,NC,27577,-78.316003,35.518059
300,CVS - 6841,WICHITA FALLS,TX,76302,-98.493454,33.877745
301,MCDANIEL PHARMACY,PORT GIBSON,MS,39150,-90.985613,31.957269
302,USA DRUG,IRONTON,MO,63650,-90.628014,37.606708
303,ALBERTSONS-SAVON - 1006,EL PASO,TX,79903,-106.42667,31.782526
304,USA DRUG,DESLOGE,MO,63601,-90.512481,37.880715
305,WAL-MART - 2112,SCOTTSDALE,AZ,85251,-111.889226,33.508043
306,CVS - 5045,SCHENECTADY,NY,12303,-73.938423,42.790274
307,MORRIS DRUG COMPANY,PEARSON,GA,31642,-82.849226,31.306806
308,DUANE READE,NEW YORK,NY,10024,-73.975654,40.789836
309,RITE AID - 10817,LOCKPORT,NY,14094,-78.697787,43.154501
310,WALGREENS-LONG TERM CARE PHARMACY,RIVERVIEW,FL,33578,-82.344763,27.913253
311,DREXLER DRUGS,CHICAGO,IL,60628,-87.642781,41.696754
312,WALGREENS - 10941,BROOKLYN,NY,11226,-73.949281,40.650566
313,WAL-MART NEIGHBORHOOD MARKET - 4415,EL PASO,TX,79907,-106.345068,31.728529
314,WAL-MART - 2418,PLACERVILLE,CA,95667,-120.829048,38.70397
315,RITE AID - 3491,DAMARISCOTTA,ME,4543,-69.522675,44.031322
316,SAM'S CLUB - 6387,PINELLAS PARK,FL,33781,-82.734801,27.840766
317,WALGREENS - 6986,AURORA,CO,80012,-104.864445,39.71155
318,KROGER,NORCROSS,GA,30093,-84.199693,33.90333
319,WAL-MART SUPERCENTER - 3262,CAMBRIDGE,OH,43725,-81.576678,39.989374
320,WALGREENS - 1159,VERONA,WI,53593,-89.534239,42.990833
321,ADVOCATE GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,60010,-88.173095,42.195845
322,CITY MARKET,GRAND JUNCTION,CO,81501,-108.571768,39.08492
323,THOMAS PHARMACY,LAUREL,MS,39440,-89.132682,31.691018
324,BILLINGS CLINIC,BILLINGS,MT,59102,-108.594257,45.786516
325,TARGET,STATEN ISLAND,NY,10309,-74.232642,40.52875
326,AURORA PHARMACY INC,PHILLIPS,WI,54555,-90.394273,45.687264
327,CVS - 9809,CARMICHAEL,CA,95608,-121.347485,38.618759
328,WALGREENS - 5535,HOT SPRINGS VILLAGE,AR,71909,-93.058503,34.657019
329,TARGET,WORCESTER,MA,1605,-71.774539,42.292023
330,LUKAS PHARMACY,LYNCHBURG,OH,45142,-83.792036,39.242866
331,CVS - 6726,HOUSTON,TX,77024,-95.485371,29.782996
332,WAL-MART SUPERCENTER - 1424,COLONIAL HEIGHTS,VA,23834,-77.386351,37.245775
333,SAFEWAY,AURORA,CO,80016,-104.724781,39.57577
334,GALAXY RX,BRONX,NY,10465,-73.830667,40.831144
335,ACME - 2,AKRON,OH,44312,-81.442776,41.047806
336,SAM'S CLUB - 4755,HONOLULU,HI,96814,-157.842968,21.294753
337,WALGREENS - 9998,BOSSIER CITY,LA,71111,-93.711,32.56611
338,WARTBURG PHARMACY INC,WARTBURG,TN,37887,-84.594587,36.104577
339,PAMIDA - 74,CLARE,MI,48617,-84.766195,43.80435
340,WALGREENS - 5117,JENISON,MI,49428,-85.79113,42.906568
341,SAFEWAY,PUEBLO,CO,81008,-104.616701,38.299124
342,WALGREENS - 252,CHICAGO,IL,60645,-87.690799,42.017968
343,VONS,MURRIETA,CA,92563,-117.138548,33.554312
344,LINCARE,FLOWOOD,MS,39232,-90.091815,32.331649
345,PUBLIX - 00465,ORLANDO,FL,32825,-81.27078,28.510793
346,MED CENTER DISCOUNT PHARMACY,MAGEE,MS,39111,-89.72918,31.87083
347,WALGREENS - 9759,WILLIAMSVILLE,NY,14221,-78.754749,42.960681
348,WHITEMAN AIR FORCE BASE - 509TH MEDICAL GROUP PHARMACY-DOD,WHITEMAN AIR FORCE BASE,MO,65305,-93.571486,38.728636
